taxon,genus,species,w,d_area,w_area,sv,wl,elev_min,elev_max,lat_max,lat_min,long_max,long_min,pc1,pc2
65,F,65,1,0.899898435,2.487067426,1307.70,29.03418118,3441.610804,2195.176001,25.90157245,-35.5317704,-21.9739567,-136.8109733,0.395889963,-0.142428217
66,F,66,1,1.473351662,3.153191615,13.20,173.308167,479.6499278,1332.688376,27.78942276,-26.88641748,-60.41940593,-130.5190099,0.320485058,0.051324705
67,F,67,1,4.508787935,3.378441412,241.35,147.1969849,3410.293233,1723.092249,67.96799544,-36.95541586,121.5232992,-52.07567841,0.000305012,0.051461959
68,F,68,1,0.931075424,1.960373356,1007.45,88.55664693,1830.758585,2842.645649,43.31433968,22.35561303,-106.2068615,-112.7411956,0.077594328,-0.138509435
69,F,69,1,2.106524448,3.684029624,1324.96,68.8105072,2450.361229,1003.079173,50.60343425,-34.74577033,71.28864846,-64.87201026,-0.157731968,0.165244118
70,F,70,1,2.617339662,0.597252522,402.44,104.0698817,2265.84097,3999.304818,47.60146767,35.4633925,159.5226071,19.73837826,0.126256828,-0.058392984
71,F,71,1,2.0302233,0.279065471,1381.35,127.4633007,1677.473087,563.7154615,25.72514256,0.931394329,-6.035279228,1.980981878,0.028327534,0.05327689
72,F,72,1,2.600532931,3.948277633,1033.87,142.3835739,1669.250993,2449.687366,38.99562856,-32.87138521,80.55633002,-18.03775886,-0.047029959,0.11968205
73,F,73,1,2.26158239,0.960797249,633.50,162.7128806,2918.207644,2402.843749,61.73624809,-28.04844273,136.0237047,-16.72074198,0.037993823,0.107337746
74,F,74,1,3.123297124,3.779963706,21.68,33.27222923,1422.95423,1790.869574,65.90698223,0.06519485,-34.09181779,-52.7409277,0.159689317,0.100016686
75,G,75,1,3.982654528,3.481063095,694.68,154.5419994,3381.909675,4040.948864,20.38768586,42.7683606,70.05776065,-100.0001356,-0.015307726,0.086229267
76,G,76,1,3.366835327,1.94240989,748.53,163.296663,495.3509879,1442.306071,23.48015688,2.546023535,176.4232548,90.48835008,0.269882913,0.104586726
77,G,77,1,0.587484481,0.079464244,907.33,4.655911473,3308.706933,2282.487964,38.25729072,-2.14757319,16.58264183,71.12144768,0.387644436,0.012662076
78,G,78,1,4.572432079,2.756667696,127.86,178.7227687,1366.217123,3292.105713,59.56883849,46.980335,35.2360484,-29.79727523,-0.039492381,0.01759671
79,H,79,0,1.023405306,2.944716931,771.64,183.4087669,1203.425971,1237.532572,69.4380159,20.33438671,133.7699771,-110.1472744,-0.105105268,-0.116089937
80,H,80,0,4.180793466,3.539208977,308.17,106.7640648,1869.487338,2151.841581,16.34082606,36.50886223,24.759349,-48.45796946,0.272835979,0.020100802
81,H,81,1,3.086387447,0.646701808,202.64,14.42123122,3424.521409,1491.777631,52.76175388,-33.87179633,115.7860143,-100.8698469,-0.13672719,0.127851436
82,H,82,1,4.636021122,0.853620296,1336.55,164.4171355,560.9517234,649.8035146,24.36396832,-21.91846974,102.7730641,58.08250075,-0.041870982,0.067267955
83,H,83,0,1.298674917,2.924286276,303.38,74.68717862,73.41302151,1699.559565,66.3286627,9.6955061,-90.09036997,90.54996911,0.188647699,-0.119479425
84,H,84,1,0.500114815,0.205263841,112.90,28.53913265,2933.117117,3712.520059,20.26000423,28.83916548,-56.9441374,14.07469102,-0.18777373,0.058510436
85,H,85,1,3.431473724,0.686388744,640.01,168.9088523,2349.258306,2305.63383,49.1358198,-33.27857304,-74.90984369,-143.1172995,-0.141557718,0.055882412
86,H,86,1,2.06834851,0.518126653,1137.80,181.7350355,3162.161391,3214.399684,24.71990919,16.3285999,125.5130163,32.41958861,0.152186834,0.157368339
87,H,87,1,2.859346611,3.34869106,472.00,138.3517488,1595.381923,3805.625391,47.61407297,26.55111119,-113.748457,65.61791003,0.036835024,0.086889688
88,H,88,1,1.083782856,2.057784312,487.39,80.90826437,2603.530317,2613.184272,47.73153259,-37.22304534,110.6697214,-8.197928139,0.008601434,-0.020768196
89,H,89,1,4.277694579,3.883930273,349.29,79.77115709,2845.141976,3197.042272,66.97493134,29.14075865,-61.76822299,-45.06255614,0.35647226,-0.048354177
90,H,90,1,1.806754303,0.220335027,666.41,7.893598983,1311.468397,2768.118206,44.52726076,-19.09618551,128.2948041,135.5431288,-0.073735472,-0.048325107
91,H,91,0,4.190608979,3.13706821,1111.47,72.26579434,1519.261467,2397.878806,37.89364376,15.55959587,52.91510469,-140.2627013,0.184896321,0.045865986
92,H,92,0,2.643297583,3.019950791,865.40,30.81155499,3464.156731,2750.242293,58.05905114,41.77873761,-57.12336979,97.84334467,-0.152366435,0.13469513
93,H,93,1,4.734911485,1.262467816,339.22,122.0314047,1574.106647,546.8179913,29.21687027,-25.06930843,36.59979772,132.2763231,0.01365877,-0.043998164
94,H,94,1,4.774287068,1.27569343,191.72,129.5388247,771.3360338,966.6545535,37.14089023,3.921824278,-17.07267862,21.11712308,-0.131671577,0.131486075
95,H,95,1,3.384818083,1.206927317,9.74,42.43463082,983.9867912,2317.527929,69.10093248,35.09235729,-77.38854701,47.17114469,-0.136470372,0.064896459
96,H,96,1,3.66567258,3.853201425,882.76,134.2222104,2813.957521,1313.420259,57.9873752,-21.52943357,-29.25587038,-159.059438,0.181458465,-0.132701304
97,H,97,1,4.861417618,1.736445109,625.43,171.5019222,979.302926,4425.171484,62.05987693,0.068717829,58.34057303,-92.50319773,0.313458079,0.065988485
98,H,98,1,1.987101632,3.201628102,8.86,98.39899555,1086.209362,448.9556702,61.17133153,18.81317722,144.009355,66.32037199,0.309392592,0.067922422
99,H,99,1,0.158296075,2.404946645,922.24,41.33777141,90.65485443,2523.537128,57.33864032,25.10018927,16.88883485,-75.67702463,0.344095319,0.019973815
100,H,100,1,0.838057357,3.83257904,1109.40,119.654923,341.7098869,1780.949928,67.07245323,-27.18201133,21.03415207,85.65754962,0.065388991,-0.121429581
101,H,101,0,3.314808108,2.252364316,119.43,59.35575128,233.182441,1649.435384,69.87382229,-29.56344203,74.465333,-105.2318286,0.311000239,-0.106156592
102,H,102,1,0.30661785,2.696326931,1167.71,90.34286562,29.44089018,4462.941485,54.62656219,-24.14388836,56.22437341,30.39001679,-0.022034843,0.137136997
103,H,103,1,3.351585552,3.425602957,641.67,168.1788526,2075.494069,4178.490754,20.68422425,26.37696493,33.84467662,-131.1828144,-0.050109995,-0.119861766
104,H,104,1,2.936372112,0.532514179,247.54,133.1176701,1993.221071,4392.259027,60.02533303,25.63350417,39.02224425,-36.45994167,0.171807581,-0.014102494
105,H,105,0,3.997403452,0.903024035,595.31,45.03934982,1255.923057,4203.56392,70.1605966,40.27508485,-73.60656445,-70.05626663,-0.170076302,0.166900923
106,H,106,0,2.42096592,2.316823497,875.98,26.72182529,2466.465865,1431.471201,64.72544286,-3.700571386,53.14737286,111.8948344,0.119871998,0.139894925
107,H,107,1,0.223735465,2.790875343,576.95,173.5738213,2580.770655,2669.793958,54.58220794,41.07575508,-99.746035,68.91455208,0.251539868,-0.11968491
108,H,108,1,2.045263063,3.520767089,674.18,130.6072533,664.0797267,3935.432881,45.10284323,15.49198227,42.84019557,42.6608242,0.306565089,0.101700151
109,H,109,1,0.365890254,2.578698065,574.91,183.9823269,3211.591443,3445.637054,25.04893877,-23.26642793,-53.94458287,131.6147889,0.25768111,0.1660712
110,H,110,1,3.382577038,2.913664276,995.12,147.0430746,530.2484392,1712.814933,43.76628369,-36.27569623,-93.2213065,-73.77197595,0.18875504,-0.151836834
111,H,111,1,3.863424025,1.792575713,928.94,48.43970883,1150.62146,2236.866338,55.35885416,-37.78513022,115.4829449,-34.50422874,-0.149931514,0.098140087
112,H,112,1,2.176886756,3.350676038,352.32,128.3728109,2088.957109,278.650766,17.58468747,-22.91418896,69.16894079,101.4032318,-0.169222033,0.023021878
113,H,113,1,1.837133106,1.986680386,493.04,4.441951729,2076.704287,1739.097402,51.90599206,-18.91456935,4.922845681,-15.76275761,0.177990426,0.087487305
114,H,114,0,2.390820034,3.113699324,324.08,57.24812523,182.0996946,4025.740995,56.46556431,-36.40543958,-94.92332156,34.97161572,0.293285276,-0.058082551
115,H,115,1,1.823429239,3.609874537,187.10,67.0492986,3299.121925,1359.145523,24.80036073,39.61491187,-90.35542392,-3.23929381,-0.026266554,-0.04027211
116,H,116,1,2.205377868,3.707869369,423.03,181.0367963,1005.316009,2796.986683,21.16988265,-17.90517949,47.20056063,-18.97339911,0.321967097,-0.106338296
117,H,117,1,3.853084895,1.275723889,1386.32,71.88403458,1549.593939,2550.837756,18.69649269,7.763720819,-102.0165276,53.86370517,0.413658711,0.076656307
118,H,118,1,2.611900339,0.783860914,496.57,112.2404314,1276.807136,593.1916267,65.54395275,-1.914117198,168.5050807,4.028205827,-0.100223673,-0.117273677
119,H,119,1,4.041774211,1.971727352,165.64,124.6244716,1926.073293,4209.843117,67.43539573,30.55366299,-40.08482045,-62.34379189,0.109940064,-0.07439223
120,H,120,1,4.666259892,0.825679087,330.97,126.2233255,896.870326,4441.984227,32.47004836,1.168965203,-9.620879793,120.5087306,-0.135659665,0.127085076
121,H,121,0,2.057029219,0.251521473,779.04,112.1717506,2397.875301,4139.147474,59.61090972,46.10302389,5.170653272,-80.14458107,0.291001728,0.024960174
122,H,122,1,0.802264452,0.982760695,1367.84,80.67177511,3122.65707,2871.003361,55.50147232,15.46869648,149.2944869,-145.9961191,0.287956166,0.141665227
123,H,123,1,1.868073251,3.758020157,662.13,158.993956,597.514414,4618.266137,25.79470789,-29.95697547,-2.238581568,44.40775647,0.298085243,-0.041109761
124,H,124,0,1.447622773,2.943540503,642.56,59.85497324,1331.384382,886.8698567,69.30650635,-34.16643043,36.87710398,101.2177455,0.125217816,0.04208548
125,H,125,1,1.003075172,3.482154228,291.06,71.10448337,130.8310386,2066.028942,21.37692571,5.833372144,-70.3090192,130.2215038,0.177207184,0.003713253
126,H,126,1,4.403739513,2.50094834,464.98,53.83155308,674.2655694,1468.702791,18.15204524,-43.92925579,-73.09648938,-15.85669834,0.161897974,0.065129779
127,H,127,1,2.028820384,1.189712362,123.06,181.359881,558.6634459,3365.24646,33.97011846,23.45151942,36.24701067,-75.95654307,0.290735769,0.040420109
128,H,128,1,4.546943413,2.240687262,1258.55,25.28819764,2876.543891,3567.994163,21.75214155,-34.53934203,-67.1583694,73.49970738,0.289758307,-0.000823506
129,H,129,1,0.463500015,2.195416456,773.96,119.9448735,629.3774359,631.3390425,40.21636672,-27.21742429,-65.64843502,-117.7627094,-0.007402505,-0.060886966
130,H,130,0,4.488030645,3.792417795,112.97,104.5800715,3272.512595,1826.532206,21.93917055,40.71543247,169.4976704,-64.15944285,0.176726771,-0.10004599
131,H,131,1,4.093822572,2.354060614,259.33,35.06799607,1400.067754,972.6434045,36.27919117,27.57592219,-14.7925584,-159.8759341,0.119735573,0.02182183
132,H,132,1,4.283079632,0.471191414,297.72,42.15707991,3343.984193,1586.672934,66.62390945,28.28599409,11.1889767,-25.77579056,0.046141495,0.099970434
133,H,133,1,1.281109693,3.767342874,514.04,123.808193,2209.797509,4548.885024,40.21653277,-6.027791868,136.1656211,5.782082504,-0.178790978,0.105778523
134,H,134,1,4.680531697,3.638141495,1366.08,147.5275409,506.5686817,1223.93581,25.86025034,38.84073985,-69.10984022,-149.7634825,0.026474665,-0.092863121
135,H,135,0,3.722183455,3.30390596,224.81,106.378814,947.4837143,1746.3224,17.34972138,24.76313134,-101.0388723,51.53916099,0.028642521,0.121903226
136,H,136,1,4.138647607,1.782575375,148.75,143.2478289,838.9545742,3104.531354,56.68642377,25.14043118,28.44147697,92.33913356,0.378130183,-0.10755479
137,H,137,1,0.929147083,2.95404112,801.79,46.4633533,2425.03086,3558.450008,41.67296781,-18.52231411,-85.70454724,-138.3384288,0.291518481,0.054030909
138,H,138,1,3.283353038,1.67225427,1109.67,45.70639492,1850.275143,107.5447857,36.41797831,41.90023483,48.32244249,-48.06322568,0.214151521,-0.047444723
139,H,139,0,1.477057206,0.14142353,143.89,15.96835452,3240.947933,4173.145406,50.54373819,32.06794531,-98.95741603,-88.93695484,-0.172625304,-0.070040356
140,H,140,1,0.969051181,1.529011005,355.17,171.3557946,173.8844989,2899.375837,38.5567337,-12.20126965,-94.16869083,48.34357799,0.394447731,-0.038468211
141,H,141,1,0.168995205,1.794829695,843.71,170.2586386,143.1019633,1338.319265,24.12182315,-11.83762459,96.72160799,3.245638446,-0.18860004,-0.026805912
142,H,142,1,0.978977074,0.446856112,82.09,182.1605557,2260.777577,1482.485308,22.95701408,-40.54379769,25.16122771,-85.77231101,0.1871594,0.00015109
143,H,143,1,4.833761751,1.469996843,827.14,102.5029647,2922.345859,4514.714154,72.45162085,-0.063952704,126.2493598,-117.1650217,0.07697928,0.165198733
144,H,144,0,2.212373527,1.411286593,1363.70,160.353979,995.3281317,2347.596083,49.76091602,-32.54661055,132.4855351,75.86368553,0.024090631,0.060494444
145,H,145,1,3.491477527,2.134008506,522.17,12.63748725,3350.678302,4502.648075,29.077369,47.33060211,176.879487,78.55349902,0.102295382,-0.010875234
146,H,146,0,1.25308051,1.490836628,882.29,133.1542114,1982.689532,2973.158064,26.90963833,27.88892173,112.4943878,26.17515356,0.132730451,0.005627407
147,H,147,1,0.997371109,2.150677078,1050.96,8.475515038,2626.492225,4304.735368,24.93270829,-34.86661208,-85.25784593,16.28352588,0.037155935,-0.077709839
148,H,148,1,2.063197395,2.140110404,43.79,120.1120249,2018.08137,3106.499782,49.35935329,22.63232872,92.84401944,-108.5979283,0.149333112,-0.146312404
149,H,149,1,0.846171736,1.905105255,1342.07,153.0287008,320.2222381,3533.892168,47.00400511,47.62849614,-47.6540583,92.15400308,-0.049069235,0.085444929
150,H,150,1,0.57511839,0.784734171,1372.93,62.72666142,1524.394678,3055.932431,18.18796231,-27.54769843,-19.18370326,-114.3211125,0.023144602,0.153473509
151,H,151,1,3.694121652,1.817675893,1320.54,56.17901084,3246.845979,2206.006401,49.56544464,10.59090242,27.54136839,-64.83442211,0.243820406,0.123317687
152,H,152,1,2.249293726,1.8267879,898.82,178.9999036,3041.111283,114.076526,24.62910172,28.50852335,48.60607838,-131.1999943,-0.168833383,0.104122732
153,H,153,1,3.999267618,1.155068179,893.67,135.5605884,1633.266128,1534.736927,20.07566478,-20.69357808,31.96800677,-73.90351701,-0.192244353,0.152175255
154,H,154,0,3.524006514,0.072035377,575.37,165.2177414,3291.593441,4220.365452,26.86955868,-35.34207808,-89.25241034,16.25495213,0.25142973,-0.117482347
155,H,155,0,4.851072344,2.972305909,1357.46,71.88499518,1046.414347,703.8599018,40.90785644,-39.93926695,9.171333576,42.78718647,0.097603981,-0.1315689
156,H,156,1,1.638751858,1.805198098,763.20,178.4929077,2347.265325,4295.239554,29.80396739,23.95346471,158.3076524,68.01189564,0.058290121,0.053540264
157,H,157,1,4.241749015,0.025558775,1310.59,106.7757404,852.1461355,279.1074932,71.48200466,-37.17056221,101.8643592,-124.4745168,0.035953984,0.122410769
158,H,158,1,0.276744725,3.820083841,1098.59,100.9681265,2963.151083,1660.621513,29.38999955,11.69244373,140.6373162,-28.34142845,-0.125940316,-0.148412798
159,H,159,1,1.337144251,2.304366841,728.57,121.5801884,491.514878,997.6719678,42.37365845,-43.80572331,-104.2562961,-91.15354971,-0.167783988,0.151863702
160,H,160,1,4.288716363,1.672626774,155.44,53.14475864,1205.697824,685.8883631,28.14572207,36.20437607,125.2983787,61.443337,0.302339932,-0.049080132
161,H,161,1,3.742963642,2.640248615,1196.85,75.67957203,3350.064538,2738.650116,27.2888635,-9.891893886,37.39159366,-123.7257154,0.159784093,-0.039419289
162,H,162,1,3.703568591,1.703638305,487.87,122.7363224,2161.981396,3093.115943,61.10310585,21.10077934,131.8316315,-40.97741413,0.007153177,-0.021962379
163,H,163,1,2.942047332,2.601064554,111.36,111.5695895,87.47363172,3772.037969,40.15804936,34.29105592,110.1093307,82.83525815,-0.133143017,-0.131641301
164,H,164,1,4.181361143,1.168915994,895.50,151.4506253,265.7299344,3723.605829,46.6496636,28.13758182,118.2454917,-114.8264346,0.363717593,-0.064343536
165,H,165,1,2.747776034,2.343872827,666.82,11.43526909,2980.995709,4646.104383,24.43532424,-27.20136969,80.02795614,41.88447293,-0.164467295,-0.009037678
166,I,166,1,2.155847205,2.479259811,254.35,183.2311202,1988.277526,757.5594712,49.98313021,27.69342161,79.6544294,46.04596402,-0.172655596,-0.042237604
167,I,167,1,2.415423992,3.701256835,481.41,53.78458093,213.3550874,2278.279781,72.4099416,-34.22582051,-58.01918027,-83.06970192,0.172775779,-0.132256025
168,I,168,1,4.575978043,1.236354334,132.06,75.11959649,234.5528094,4340.281425,44.71601116,42.25219981,11.3433334,-159.9195521,-0.142186172,-0.002180988
169,I,169,1,0.156356605,0.239178509,1047.09,73.38659973,2296.161426,4243.367884,17.61636374,2.623666854,59.59245559,136.8537153,0.395894091,0.160832574
170,J,170,1,0.543820112,1.107160355,114.98,131.9977919,3320.730469,2237.449712,40.55222808,25.47703398,63.14369292,-144.7731711,0.163663765,0.128183598
171,J,171,1,3.67087016,1.168767013,1165.19,82.85839967,3081.227007,715.9225057,36.54626921,46.21706721,140.4014207,-58.19058642,0.192890145,-0.120517963
172,J,172,1,1.718047047,3.174892118,747.90,138.3673679,2483.358738,92.28358384,20.70543882,-40.86175706,12.46311803,-118.0945508,0.007626517,-0.042381947
173,J,173,1,1.187866538,3.190052745,717.83,22.50907085,2176.44601,3114.819811,56.85993474,-8.357186704,18.33119509,-23.28859076,0.138283531,0.047299862
